gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	psubpos_cv	psubneg_cv	pindpos_cv	pindneg_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qsubpos_cv	qsubneg_cv	qindpos_cv	qindneg_cv	pglobalpos_cv	pglobalneg_cv	qglobalpos_cv	qglobalneg_cv
S100A12	0	1	0	0	0	84.994615398494	0	0	0	0.00859276060028991	0.964164996750649	0.0316253053649636	0.0316573406869602	0.998991263330619	1	0.998949091371783	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.140963338843519	0.999997879658004	1	0.999999776183706
TPX2	0	0	0	1	0	0	84.4608622618916	84.4608622618916	0	0.668576311484247	0.00865280973376026	0.0290572501556696	0.0318550241676196	1	1	0.992516348659118	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.141645281510507	0.999971927365049	1	0.999999776183706
KIAA1841	0	0	1	0	0	0	84.4205225109414	84.4205225109414	0	0.667793477238572	0.00865738081001244	0.0290575282382189	0.0318700649858175	1	1	0.991125360267664	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.14169711704504	0.999960503371825	1	0.999999776183706
PLA2G4D	1	0	1	0	0	0	81.6263253501796	81.6263253501796	0	0.631699201160767	0.00898562176721762	0.0293610414364864	0.0329474570306196	1	1	0.992674901305917	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.145391895741676	0.999973105716355	1	0.999999776183706
RANBP6	0	2	0	0	0	13.9276991808609	0	0	0	0.00905643499498987	0.892585271004805	0.0328762996592739	0.0331792092722674	0.990924391226629	1	0.983253067586382	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.146182016171959	0.999667655225326	1	0.999999776183706
CEBPZ	0	0	0	1	0	0	78.6483889038007	78.6483889038007	0	0.607863714233546	0.00936282962081758	0.0299506741862186	0.034179239725137	1	1	0.982333898516223	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.149573030288731	0.999843027319751	1	0.999999776183706
EFR3B	0	0	1	0	0	0	78.3312474076189	78.3312474076189	0	0.62573961298032	0.0094047887228238	0.0304561684974427	0.034315849797116	1	1	0.993585756838078	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.150033971942573	0.99997938461771	1	0.999999776183706
BICRA	0	0	1	0	0	0	78.2031641103897	78.2031641103897	0	0.48218399570478	0.00942183696888865	0.0268288880036963	0.0343713322831817	1	1	0.982209957895434	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.150221022265183	0.999840810381846	1	0.999999776183706
ARHGAP20	0	0	0	1	0	0	78.1109328658536	78.1109328658536	0	0.586423235021722	0.00943414992291502	0.0296640454853504	0.0344113957854284	1	1	0.986836045250913	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.150356034258497	0.999912972428993	1	0.999999776183706
AVIL	0	0	1	0	0	0	77.8950511586808	77.8950511586808	0	0.640039430883921	0.00946309121663025	0.0309207503030922	0.0345055368197292	1	1	0.986898951033362	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.150673101343592	0.99991380401172	1	0.999999776183706
CCL3	0	1	0	0	0	77.8495240385106	0	0	0	0.00946921635556119	0.955504206006747	0.0344715849745395	0.0345254559473267	0.99844460598265	1	0.999704227396508	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.150740156037014	0.999998286385122	1	0.999999776183706
DNMBP	0	0	0	0	1	0	0	0	27.1044455785699	0.514928686888904	0.849991776357489	0.79461940829406	1	0.79461940829406	0.0355856673291967	0.998737719511044	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.154292775010063	0.977064839281592	1	0.999999776183706
CENPC	0	0	0	1	0	0	76.1337318000017	76.1337318000017	0	0.627881471227988	0.0097057241357531	0.0313698697382753	0.0352932899610616	1	1	0.98001093274755	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.153316254569792	0.999798873981286	1	0.999999776183706
ABLIM3	0	0	0	1	0	0	75.8688628864718	75.8688628864718	0	0.65677439124005	0.00974324549764749	0.0320752888467936	0.035414874667977	1	1	0.992705397685612	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.153722632230525	0.999973329459095	1	0.999999776183706
COL6A3	0	0	0	0	1	0	0	0	23.8380944166066	0.347177300495672	0.79111519682515	0.620704514563201	1	0.620704514563201	0.0402659883954517	0.998383830505943	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.169610334191494	0.916239359664721	1	0.999999776183706
KMT2B	0	0	0	0	1	0	0	0	24.0776530864431	0.364257603983613	0.800734780366947	0.641856651098913	1	0.641856651098913	0.0398812915027555	0.998414565766458	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.16837274876189	0.925997644030585	1	0.999999776183706
CCL19	0	1	0	0	0	73.8815277817387	0	0	0	0.0100338841621003	0.957232273631509	0.0363021615120638	0.036354564890541	0.998563100990127	1	0.999084057828057	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.156849425398223	0.999997232995189	1	0.999999776183706
S100A7	0	1	0	0	0	72.5993501669428	0	0	0	0.0102303653160601	0.966138185714147	0.0369543321828971	0.0369877522718776	0.999099309597077	1	0.999271842341737	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.158942601759433	0.999998673775074	1	0.999999776183706
AHSP	0	1	0	0	0	72.1002506037817	0	0	0	0.0103088531920734	0.961674729987238	0.0371971250919994	0.037240230329621	0.99884616458119	1	0.998866595591968	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.159774204690972	0.999997385264168	1	0.999999776183706
AFDN	0	0	0	0	1	0	0	0	24.6899452823104	0.476691145944459	0.815989590123477	0.755582830444014	1	0.755582830444014	0.0389306456056826	0.998489251772781	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.165298490893128	0.967026122379164	1	0.999999776183706
SLC9C1	0	2	0	0	0	13.0392061301081	0	0	0	0.0103847583341427	0.8566854210772	0.0368742769214649	0.0374841531268179	0.983824953296067	1	0.986523960739652	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.160576002775687	0.999562532648927	1	0.999999776183706
LAMA2	0	0	0	0	1	0	0	0	22.7992628965651	0.360268961506745	0.766467479059471	0.629693197338988	1	0.629693197338988	0.0420238238252193	0.998239633814096	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.175219114560495	0.920426832949924	1	0.999999776183706
CACHD1	0	0	0	1	0	0	70.6579638961242	70.6579638961242	0	0.574605960679069	0.0105422837410358	0.0324368427902341	0.0379895957071275	1	1	0.984769908882876	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.162232401309996	0.999883428852925	1	0.999999776183706
TSHZ3	0	2	0	0	0	12.8241493373831	0	0	0	0.0107491345646549	0.897003695701015	0.038327363534615	0.0386517497325676	0.991656694067619	1	0.966670151280036	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.16439220088288	0.999131150902627	1	0.999999776183706
FAT2	0	1	0	0	1	1.69192205803512	0	0	21.9013145844139	0.629101237117197	0.789873200115558	0.858823466219336	0.889904826863874	0.965118356758309	0.043671784861086	0.998098854444373	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.165081234034839	0.999317545834712	1	0.999999776183706
ENPP1	0	0	0	1	0	0	68.8764258112586	68.8764258112586	0	0.614756455526988	0.0108449623679457	0.0343096779464448	0.0389579146934551	1	1	0.978932218442146	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.165386996082199	0.999776499168501	1	0.999999776183706
FAM47C	0	2	0	0	0	12.7284261714567	0	0	0	0.0109173764805209	0.905173470036708	0.0389102996047048	0.0391890283300775	0.992929303785518	1	0.991004012951393	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.166136338825601	0.999871262210358	1	0.999999776183706
RYR1	2	1	0	0	1	1.30062058573561	0	0	23.5571438931297	0.801445897612638	0.703254812566226	0.901020161002448	0.968874529384085	0.930015499613677	0.0407267187450657	0.998346632231938	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.167010206132908	0.997379033912708	1	0.999999776183706
PF4V1	0	1	0	0	0	67.7630056333092	0	0	0	0.0110427160737372	0.961025467117051	0.0395411712058433	0.0395885605148942	0.998806731673928	1	0.996248644345731	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.167428537059401	0.999987777326933	1	0.999999776183706
KRTAP12-3	0	1	0	0	0	67.705300941192	0	0	0	0.0110531531790272	0.971579622720837	0.0395965840705153	0.0396218016052307	0.999365552795351	1	0.999649659889577	0.895262748192106	0.977245914502155	0.995369806011228	1	1	1	0.999999023096955	0.167535865737767	0.999999515156692	1	0.999999776183706
DMD	0	2	1	0	0	4.32702016753312	16.1334157184771	16.1334157184771	0	0.0956652873556892	0.0549722912342764	0.0397543767599892	0.0397543767599892	1	1	0.95996985266979	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.167963646602366	0.999187883591926	1	0.999999776183706
BMP2K	0	0	0	1	0	0	66.632615185496	66.632615185496	0	0.578847565172457	0.0112506667862069	0.0344866663543911	0.0402500516964097	1	1	0.98266516185666	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.169559138405675	0.999848875912547	1	0.999999776183706
PARP8	0	0	0	1	0	0	66.1075327389715	66.1075327389715	0	0.63908605493356	0.011349832202558	0.0363278722133725	0.0405649008731149	1	1	0.99039639370253	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.170569408492541	0.999953737037837	1	0.999999776183706
GHRL	0	1	0	0	0	64.1929335340639	0	0	0	0.0117260260131278	0.947839765598548	0.0416663355995667	0.0417558745683199	0.99786241326594	1	0.998897216422715	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.174368988349527	0.999994751968395	1	0.999999776183706
ATP13A3	0	2	0	0	0	12.2684031129248	0	0	0	0.011782364869325	0.851472009974762	0.0412008361258942	0.041933772905856	0.982623230938832	1	0.980795736939024	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.174933599945767	0.999334981318609	1	0.999999776183706
UBE4B	1	2	0	0	0	12.2075423936448	0	0	0	0.0119040461963621	0.854367429739279	0.0416065997442578	0.0423175947838682	0.983296003504583	1	0.986256210895617	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.176149202643883	0.999538760229107	1	0.999999776183706
SF3B3	0	2	0	0	0	12.1561210241541	0	0	0	0.0120087305194544	0.855234441635249	0.0419393449360074	0.0426473626703175	0.983494854277623	1	0.98974074350532	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.177190829275795	0.99964317360824	1	0.999999776183706
FMNL1	0	0	1	0	0	0	62.7268176407287	62.7268176407287	0	0.566364141386257	0.0120306087773338	0.0362216436689399	0.0427162306487358	1	1	0.994119732418827	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.177408037699732	0.999982677239062	1	0.999999776183706
ZFHX4	1	0	0	0	1	0	0	0	19.2883439270121	0.327435676322058	0.799267349453606	0.599421692318959	1	0.599421692318959	0.0492972304161415	0.997577498787816	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.197676342000422	0.905454750759902	1	0.999999776183706
FRMD4A	0	0	0	1	0	0	61.670262309802	61.670262309802	0	0.579328089706555	0.0122596517487482	0.0372311265757052	0.0434361565369273	1	1	0.990834352090425	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.179672058059799	0.999957866524843	1	0.999999776183706
RPL34	1	1	0	0	0	61.3295377525959	0	0	0	0.0123352338821188	0.951664365861352	0.0435928923622808	0.043673307773911	0.998164486282394	1	0.998295527289211	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.180415227940019	0.999993737931249	1	0.999999776183706
IPO8	0	0	0	1	0	0	60.7397914107495	60.7397914107495	0	0.602993075405134	0.0124683765477869	0.038496432520152	0.0440905654615594	1	1	0.978079669515619	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.181719682405336	0.99975797460245	1	0.999999776183706
RPL22	0	1	0	0	0	60.460574628299	0	0	0	0.0125323425904519	0.949359639199516	0.0442012861590059	0.0442908045843233	0.997985211966241	1	0.998394442868504	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.182344276709873	0.999993450354812	1	0.999999776183706
SCAF11	0	0	0	1	0	0	59.8689100145732	59.8689100145732	0	0.549852754893306	0.0126699829190363	0.0373783473757472	0.0447211822658745	1	1	0.968536186464288	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.183683670289904	0.9994997395936	1	0.999999776183706
RBP7	0	1	0	0	0	57.9567838717197	0	0	0	0.0131352505019808	0.95054036278021	0.0460820882462268	0.0461711045870008	0.998078099480284	1	0.998351520387144	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.188165771271839	0.999993629920578	1	0.999999776183706
ITGAV	0	0	1	0	0	0	57.5001683252797	57.5001683252797	0	0.595147995136484	0.0132512237721737	0.0403863711608778	0.0465313585069098	1	1	0.977610935110704	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.189272294765509	0.999747473166546	1	0.999999776183706
PXDN	0	0	1	0	0	0	57.3878421162196	57.3878421162196	0	0.500030513387125	0.0132800534652515	0.0371102599076439	0.0466208431112615	1	1	0.966070399316664	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.189546714327553	0.999417768296338	1	0.999999776183706
CEMIP2	0	0	1	0	0	0	56.946134130547	56.946134130547	0	0.541434437200198	0.0133945947645833	0.0389627522982263	0.0469760921992818	1	1	0.978279766457407	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.190634454075064	0.999762389114537	1	0.999999776183706
MEI1	0	0	0	1	0	0	56.3451805376571	56.3451805376571	0	0.560915321341607	0.0135534967038252	0.0400634812743287	0.0474681997620066	1	1	0.992165818733183	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.192136807691823	0.999969232350197	1	0.999999776183706
CRABP2	0	1	0	0	0	55.8648779056249	0	0	0	0.0136831100132339	0.946136002723008	0.0477595188486288	0.047868983462497	0.997720434253955	1	0.998772732191065	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.193356587072961	0.999993853682974	1	0.999999776183706
ARID4A	0	0	1	0	0	0	55.7197147314168	55.7197147314168	0	0.582679637882377	0.0137227508086165	0.0412472710857884	0.0479914484226784	1	1	0.979879139437539	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.193728636777139	0.999796204007601	1	0.999999776183706
C1orf54	0	1	0	0	0	55.704202055896	0	0	0	0.013726999956736	0.950612898841094	0.0479122928996893	0.0480045725457493	0.99808373435421	1	0.997704842600299	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.193768489433088	0.999991138034451	1	0.999999776183706
BRD8	0	0	1	0	0	0	55.3705765767038	55.3705765767038	0	0.571923958806951	0.0138189973485471	0.0411388854416429	0.0482885755162148	1	1	0.98446478403697	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.194630014359613	0.999878698747137	1	0.999999776183706
RERE	0	0	0	1	0	0	54.5432403241666	54.5432403241666	0	0.49422137720027	0.0140523002434427	0.0387672548944412	0.0490075686546974	1	1	0.980361845693529	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.196803640048658	0.999805896639833	1	0.999999776183706
PMIS2	0	1	0	0	0	54.3616677333019	0	0	0	0.0141045128063837	0.960231978582481	0.0491069602343037	0.049168237571299	0.998757639031213	1	0.99896396909738	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.19728791915395	0.999997405426866	1	0.999999776183706
MYO1H	0	0	1	0	0	0	54.2450593847251	54.2450593847251	0	0.597789953043461	0.0141382403456373	0.0428517009350217	0.0492719779066244	1	1	0.99168478663112	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.197600328321867	0.999965332390104	1	0.999999776183706
H4-16	0	1	0	0	0	54.1994338611696	0	0	0	0.0141514789573157	0.967684323805004	0.0492721087021196	0.0493126877724774	0.999179694235837	1	0.997349366910279	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.197722864479043	0.999993976868029	1	0.999999776183706
GOLGA7	0	1	0	0	0	53.7682959913093	0	0	0	0.0142777564604721	0.94053892318542	0.0495622106072332	0.0497007219807822	0.997221843980252	1	0.997870465612396	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.198889159391033	0.99998796662698	1	0.999999776183706
CFAP57	0	0	0	1	0	0	53.3121144231834	53.3121144231834	0	0.56570070606	0.0144137340517755	0.0424741301866266	0.0501179998620194	1	1	0.987810223049444	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.200139970542358	0.999925400934277	1	0.999999776183706
RTL8A	0	1	0	0	0	53.1981000030299	0	0	0	0.0144481065123127	0.965803283993616	0.0501771070259056	0.0502233875527865	0.999081402649804	1	0.999091361228582	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.200455324700615	0.999998331112546	1	0.999999776183706
FAM216B	0	1	0	0	0	52.8795615763994	0	0	0	0.0145449730279753	0.950266980046114	0.0504217058331834	0.0505201866060409	0.998056787664532	1	0.997477414319998	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.201342256876086	0.999990035374919	1	0.999999776183706
SCAPER	0	2	0	0	0	11.0704110072931	0	0	0	0.0145693430224795	0.835574583379617	0.0495104153608475	0.0505948102822424	0.97869029625362	1	0.977458477969188	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.201564981990841	0.999045583941054	1	0.999999776183706
CECR2	0	2	0	0	0	11.0492029096069	0	0	0	0.0146270723725784	0.855442921547658	0.0499310950623943	0.0507715105498961	0.983542490463742	1	0.991965140465345	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.202091930827097	0.99970085283989	1	0.999999776183706
TMEM234	0	1	0	0	0	52.5818545376191	0	0	0	0.0146366330462545	0.942228212272202	0.050667120941587	0.0508007642746814	0.997377524593319	1	0.9983807478924	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.202179110784384	0.999991009168631	1	0.999999776183706
PARP14	0	0	1	0	0	0	52.1268093780937	52.1268093780937	0	0.499303574225949	0.0147788871420615	0.0407521590967276	0.051235699991224	1	1	0.972344913958133	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.203473294735948	0.999614023421178	1	0.999999776183706
MGST2	0	1	0	0	0	51.621072147037	0	0	0	0.0149401184751132	0.944962910461594	0.0516044090022131	0.0517279079830852	0.997620020819208	1	0.996589403628622	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.204933444836439	0.999983249269403	1	0.999999776183706
NXT1	0	1	0	0	0	51.5822340099829	0	0	0	0.014952639254498	0.963213018148669	0.0517108948450574	0.0517660983659486	0.998936946402283	1	0.997803828851265	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.205046541407788	0.999994690566228	1	0.999999776183706
CST7	0	1	0	0	0	51.0889872758115	0	0	0	0.0151134153932517	0.948119349105909	0.0521452147143393	0.0522560698448661	0.997885275228119	1	0.998960325589668	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.206495045132113	0.999995026587343	1	0.999999776183706
MAST2	0	0	1	0	0	0	50.1639267908097	50.1639267908097	0	0.494019027232397	0.0154240163854287	0.0420748164555921	0.0532004441300395	1	1	0.972936831081335	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.209273977097216	0.999630443423168	1	0.999999776183706
H2BC14	0	1	0	0	0	49.8578616886777	0	0	0	0.0155294815853282	0.96476717696101	0.0534681051091294	0.0535204579786989	0.999024886065851	1	0.998198987216	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.210211837498654	0.999996147870032	1	0.999999776183706
SKP1	0	1	0	0	0	49.0364403670617	0	0	0	0.0158194566744727	0.942530614776751	0.0542570417534548	0.054398654653611	0.997404918940547	1	0.997933431542175	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.212775760360368	0.99998914263275	1	0.999999776183706
NCBP2L	0	1	0	0	0	48.5315215942611	0	0	0	0.0160028856351259	0.961848451949266	0.0548898868125872	0.0549529175191453	0.998856603145387	1	0.999294187920217	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.214386635930416	0.999998290651675	1	0.999999776183706
PFDN5	0	1	0	0	0	48.4003673262882	0	0	0	0.0160511980326156	0.93953608708314	0.0549399616981158	0.0550987415116617	0.99712729889045	1	0.99866409410815	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.214809518635892	0.999991147541158	1	0.999999776183706
ARL2BP	0	1	0	0	0	48.2362610479646	0	0	0	0.016112042344881	0.940234518127689	0.0551266487518417	0.0552822966286811	0.997193312821308	1	0.996509179202767	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.21534127130421	0.999980190787544	1	0.999999776183706
ARHGAP31	1	2	0	0	0	10.4552187330832	0	0	0	0.0163901081568029	0.859827256431224	0.0552465671326404	0.0561198319313547	0.984528205388418	1	0.982684371115305	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.217759876810575	0.999465413697606	1	0.999999776183706
C9orf116	0	1	0	0	0	47.4615081997173	0	0	0	0.0164053389369138	0.957447736078434	0.05608550000311	0.0561656442863951	0.998577546049852	1	0.998691666173438	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.217891809886093	0.999996273087745	1	0.999999776183706
BDP1	0	1	1	0	0	3.16302090560892	29.3307580179668	29.3307580179668	0	0.333861597880839	0.0280911406500719	0.0563569744495723	0.0563569744495723	1	1	0.982718259321328	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.218442410011491	0.999849802985206	1	0.999999776183706
CPLX1	0	1	0	0	0	46.906882970833	0	0	0	0.0166216366942984	0.944857817145433	0.056679380688357	0.0568155441415479	0.997610919373645	1	0.998353760017897	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.21975941841954	0.999991863015168	1	0.999999776183706
A2ML1	0	2	0	0	0	10.3766297056011	0	0	0	0.0166468140158426	0.835233119919137	0.0556667252218516	0.0568911089454155	0.978601376220196	1	0.988213847277897	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.219976083917201	0.999451670087053	1	0.999999776183706
KCNT1	0	2	0	0	0	10.3293713226806	0	0	0	0.0168038311314574	0.848889263198886	0.0563241985266564	0.0573619710670292	0.982011801675162	1	0.992236435366934	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.221323921703205	0.999669173307282	1	0.999999776183706
KIAA1549L	0	0	1	0	0	0	46.0641503734223	46.0641503734223	0	0.441260983945738	0.0169609089181664	0.0429533715333628	0.0578323395962027	1	1	0.982206968175435	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.222666487483091	0.999840756711263	1	0.999999776183706
RGPD4	0	0	1	0	0	0	45.9751983768605	45.9751983768605	0	0.510267021310037	0.0169974920666163	0.0466185018434987	0.0579417912081177	1	1	0.978720919210477	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.22297834374307	0.999771977194755	1	0.999999776183706
ARHGAP32	0	0	1	0	0	0	45.2535990032462	45.2535990032462	0	0.451712279984382	0.0172999219596827	0.0442938025355726	0.0588452352687616	1	1	0.963635459956355	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.225544631205114	0.999330646509001	1	0.999999776183706
KRTAP9-7	0	1	0	0	0	45.0724150762158	0	0	0	0.0173774769679261	0.954857514735864	0.0589816439057104	0.0590765192882077	0.998399053821413	1	0.998222136414238	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.226199368924808	0.99999429501166	1	0.999999776183706
PKD1L3	0	0	1	0	0	0	44.9212908673222	44.9212908673222	0	0.499772900328996	0.0174426742690295	0.0471668907710548	0.0592708264776112	1	1	0.984447721019113	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.226748729560976	0.999878431441002	1	0.999999776183706
ZMYM4	0	2	0	0	0	10.1212357712443	0	0	0	0.0175218528491325	0.833708481366866	0.0582020998295645	0.0595066505592025	0.978202063513554	1	0.979254651067776	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.227414614539024	0.999101473640176	1	0.999999776183706
RSL24D1	0	1	0	0	0	44.6892899074338	0	0	0	0.0175436762234281	0.937841432886421	0.0593901886445242	0.0595716197908898	0.99696393005113	1	0.996847017593399	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.22759790063526	0.999980867565237	1	0.999999776183706
KRTAP9-9	0	1	0	0	0	44.6886660110794	0	0	0	0.0175439493420453	0.954633116181271	0.0594758072828807	0.059572432798515	0.998383093687624	1	0.999009146479643	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.227600193779505	0.999996601016935	1	0.999999776183706
MBD5	0	2	0	0	0	10.1036466974198	0	0	0	0.0175845804224712	0.870710983284504	0.058903436561719	0.0596933597354484	0.986842655815491	1	0.980466172398769	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.227941153092082	0.999468231974137	1	0.999999776183706
MADD	0	0	1	0	0	0	43.261414656747	43.261414656747	0	0.496785287915218	0.0181907191830152	0.0487783949571222	0.0614922502186587	1	1	0.978781864316599	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.232984550962599	0.999773286149967	1	0.999999776183706
NKIRAS1	0	1	0	0	0	43.2459216183125	0	0	0	0.0181979893733936	0.944686201847329	0.0613654273497302	0.0615137690765533	0.997596019507867	1	0.99700800148163	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.23304455993825	0.999985454339739	1	0.999999776183706
C2orf50	0	1	0	0	0	42.9522744703376	0	0	0	0.0183368405098143	0.949085183377956	0.0617979758181799	0.0619244926405852	0.997963306229108	1	0.998475767389654	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.234188492085465	0.9999936634321	1	0.999999776183706
RAP1B	0	1	0	0	0	42.8813227228905	0	0	0	0.0183706936776394	0.937037608280576	0.0618307354614923	0.0620245564972743	0.996884857275448	1	0.997144883778609	0.895262748192106	0.977188786961902	0.995369806011228	1	1	1	0.999999023096955	0.234466772871065	0.999982195649895	1	0.999999776183706
